lesson_id,lesson_title,part_slug,part_title,lesson_order,visual_id,visual_title,visual_page_url,visual_download_url,visual_license,alt_text,note
w12-leader-election-client-idempotency-d03-quest-client-retry-idempotency-2h,Quest: Client Retry + Idempotency  2h,w12-leader-election-client-idempotency,Leader Election + Client Idempotency,3,custom-event-loop,Custom: event loop / readiness-based I/O,,,You create this (recommended),"Event loop: wait for readiness, handle events, repeat.",Custom (Mermaid/Draw.io)
w12-leader-election-client-idempotency-d04-quest-dedupe-store-rules-2h,Quest: Dedupe Store Rules  2h,w12-leader-election-client-idempotency,Leader Election + Client Idempotency,4,custom-event-loop,Custom: event loop / readiness-based I/O,,,You create this (recommended),"Event loop: wait for readiness, handle events, repeat.",Custom (Mermaid/Draw.io)
w12-leader-election-client-idempotency-d05-quest-stale-leader-fencing-2h,Quest: Stale-Leader Fencing  2h,w12-leader-election-client-idempotency,Leader Election + Client Idempotency,5,custom-event-loop,Custom: event loop / readiness-based I/O,,,You create this (recommended),"Event loop: wait for readiness, handle events, repeat.",Custom (Mermaid/Draw.io)
w13-content-addressed-storage-d01-cas-object-model,CAS Object Model,w13-content-addressed-storage,Content-Addressed Storage,1,crypto-hash,Cryptographic hash function,https://commons.wikimedia.org/wiki/File:Cryptographic_Hash_Function.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Cryptographic_Hash_Function.svg,Public domain,Hash function maps input message to fixed-length digest; small input change changes digest.,Wikimedia Commons
w13-content-addressed-storage-d02-cas-write-lifecycle,CAS Write Lifecycle,w13-content-addressed-storage,Content-Addressed Storage,2,crypto-hash,Cryptographic hash function,https://commons.wikimedia.org/wiki/File:Cryptographic_Hash_Function.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Cryptographic_Hash_Function.svg,Public domain,Hash function maps input message to fixed-length digest; small input change changes digest.,Wikimedia Commons
w13-content-addressed-storage-d03-chunk-manifest-spec,Chunk Manifest Spec,w13-content-addressed-storage,Content-Addressed Storage,3,crypto-hash,Cryptographic hash function,https://commons.wikimedia.org/wiki/File:Cryptographic_Hash_Function.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Cryptographic_Hash_Function.svg,Public domain,Hash function maps input message to fixed-length digest; small input change changes digest.,Wikimedia Commons
w13-content-addressed-storage-d04-cas-gc-policy,CAS GC Policy,w13-content-addressed-storage,Content-Addressed Storage,4,crypto-hash,Cryptographic hash function,https://commons.wikimedia.org/wiki/File:Cryptographic_Hash_Function.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Cryptographic_Hash_Function.svg,Public domain,Hash function maps input message to fixed-length digest; small input change changes digest.,Wikimedia Commons
w13-content-addressed-storage-d05-cas-audit-drill,CAS Audit Drill,w13-content-addressed-storage,Content-Addressed Storage,5,crypto-hash,Cryptographic hash function,https://commons.wikimedia.org/wiki/File:Cryptographic_Hash_Function.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Cryptographic_Hash_Function.svg,Public domain,Hash function maps input message to fixed-length digest; small input change changes digest.,Wikimedia Commons
w14-merkle-trees-inclusion-proofs-d01-merkle-construction-rules,Merkle Construction Rules,w14-merkle-trees-inclusion-proofs,Merkle Trees & Inclusion Proofs,1,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w14-merkle-trees-inclusion-proofs-d02-inclusion-proof-format,Inclusion Proof Format,w14-merkle-trees-inclusion-proofs,Merkle Trees & Inclusion Proofs,2,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w14-merkle-trees-inclusion-proofs-d03-proof-verifier-rules,Proof Verifier Rules,w14-merkle-trees-inclusion-proofs,Merkle Trees & Inclusion Proofs,3,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w14-merkle-trees-inclusion-proofs-d04-incremental-merkle-plan,Incremental Merkle Plan,w14-merkle-trees-inclusion-proofs,Merkle Trees & Inclusion Proofs,4,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w14-merkle-trees-inclusion-proofs-d05-adversarial-proof-tests,Adversarial Proof Tests,w14-merkle-trees-inclusion-proofs,Merkle Trees & Inclusion Proofs,5,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w15-transparency-log-d01-log-append-contract,Log Append Contract,w15-transparency-log,Transparency Log,1,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w15-transparency-log-d02-inclusion-api-bundle,Inclusion API Bundle,w15-transparency-log,Transparency Log,2,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w15-transparency-log-d03-consistency-proof-rules,Consistency Proof Rules,w15-transparency-log,Transparency Log,3,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w15-transparency-log-d04-checkpoint-signature-schema,Checkpoint Signature Schema,w15-transparency-log,Transparency Log,4,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w15-transparency-log-d05-verifier-workflow,Verifier Workflow,w15-transparency-log,Transparency Log,5,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w16-monitoring-anti-equivocation-d01-monitor-architecture,Monitor Architecture,w16-monitoring-anti-equivocation,Monitoring & Anti-Equivocation,1,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w16-monitoring-anti-equivocation-d02-monitor-gossip-schema,Monitor Gossip Schema,w16-monitoring-anti-equivocation,Monitoring & Anti-Equivocation,2,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w16-monitoring-anti-equivocation-d03-equivocation-detection,Equivocation Detection,w16-monitoring-anti-equivocation,Monitoring & Anti-Equivocation,3,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w16-monitoring-anti-equivocation-d04-alert-policy,Alert Policy,w16-monitoring-anti-equivocation,Monitoring & Anti-Equivocation,4,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w16-monitoring-anti-equivocation-d05-incident-runbook,Incident Runbook,w16-monitoring-anti-equivocation,Monitoring & Anti-Equivocation,5,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w17-issue-signed-civic-documents-d01-document-schema,Document Schema,w17-issue-signed-civic-documents,Issue Signed Civic Documents,1,digital-signature,Digital signature: sign & verify,https://commons.wikimedia.org/wiki/File:Digital_Signature_diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Digital_Signature_diagram.svg,CC BY-SA 3.0 or GFDL (dual-licensed),Sender signs a hash with private key; verifier checks with public key.,Wikimedia Commons
w17-issue-signed-civic-documents-d02-issuer-key-policy,Issuer Key Policy,w17-issue-signed-civic-documents,Issue Signed Civic Documents,2,digital-signature,Digital signature: sign & verify,https://commons.wikimedia.org/wiki/File:Digital_Signature_diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Digital_Signature_diagram.svg,CC BY-SA 3.0 or GFDL (dual-licensed),Sender signs a hash with private key; verifier checks with public key.,Wikimedia Commons
w17-issue-signed-civic-documents-d03-issue-workflow,Issue Workflow,w17-issue-signed-civic-documents,Issue Signed Civic Documents,3,digital-signature,Digital signature: sign & verify,https://commons.wikimedia.org/wiki/File:Digital_Signature_diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Digital_Signature_diagram.svg,CC BY-SA 3.0 or GFDL (dual-licensed),Sender signs a hash with private key; verifier checks with public key.,Wikimedia Commons
w17-issue-signed-civic-documents-d04-verify-revocation-rules,Verify & Revocation Rules,w17-issue-signed-civic-documents,Issue Signed Civic Documents,4,digital-signature,Digital signature: sign & verify,https://commons.wikimedia.org/wiki/File:Digital_Signature_diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Digital_Signature_diagram.svg,CC BY-SA 3.0 or GFDL (dual-licensed),Sender signs a hash with private key; verifier checks with public key.,Wikimedia Commons
w17-issue-signed-civic-documents-d05-policy-gates,Policy Gates,w17-issue-signed-civic-documents,Issue Signed Civic Documents,5,digital-signature,Digital signature: sign & verify,https://commons.wikimedia.org/wiki/File:Digital_Signature_diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Digital_Signature_diagram.svg,CC BY-SA 3.0 or GFDL (dual-licensed),Sender signs a hash with private key; verifier checks with public key.,Wikimedia Commons
w18-transparency-log-anchoring-d01-anchoring-workflow,Anchoring Workflow,w18-transparency-log-anchoring,Transparency Log Anchoring,1,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w18-transparency-log-anchoring-d02-receipt-bundle-schema,Receipt Bundle Schema,w18-transparency-log-anchoring,Transparency Log Anchoring,2,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w18-transparency-log-anchoring-d03-anchor-verifier-sequence,Anchor Verifier Sequence,w18-transparency-log-anchoring,Transparency Log Anchoring,3,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w18-transparency-log-anchoring-d04-receipt-freshness-policy,Receipt Freshness Policy,w18-transparency-log-anchoring,Transparency Log Anchoring,4,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w18-transparency-log-anchoring-d05-anchoring-attack-matrix,Anchoring Attack Matrix,w18-transparency-log-anchoring,Transparency Log Anchoring,5,merkle-tree,Merkle tree (ZFS example),https://commons.wikimedia.org/wiki/File:ZFS_Merkle_Tree_2.svg,https://commons.wikimedia.org/wiki/Special:FilePath/ZFS_Merkle_Tree_2.svg,See file page (Wikimedia Commons),Merkle tree of blocks with hashes up to a root hash.,Wikimedia Commons
w19-offline-verification-package-d01-verifier-ux-contract,Verifier UX Contract,w19-offline-verification-package,Offline Verification Package,1,custom-offline-bundle,Custom: offline verification bundle,,,You create this (recommended),"Package contains document, signature, proofs, and log checkpoint for offline verify.",Custom (Mermaid/Draw.io)
w19-offline-verification-package-d02-offline-bundle-format,Offline Bundle Format,w19-offline-verification-package,Offline Verification Package,2,custom-offline-bundle,Custom: offline verification bundle,,,You create this (recommended),"Package contains document, signature, proofs, and log checkpoint for offline verify.",Custom (Mermaid/Draw.io)
w19-offline-verification-package-d03-air-gap-verification-flow,Air-Gap Verification Flow,w19-offline-verification-package,Offline Verification Package,3,custom-offline-bundle,Custom: offline verification bundle,,,You create this (recommended),"Package contains document, signature, proofs, and log checkpoint for offline verify.",Custom (Mermaid/Draw.io)
w19-offline-verification-package-d04-time-policy-modes,Time Policy Modes,w19-offline-verification-package,Offline Verification Package,4,custom-offline-bundle,Custom: offline verification bundle,,,You create this (recommended),"Package contains document, signature, proofs, and log checkpoint for offline verify.",Custom (Mermaid/Draw.io)
w19-offline-verification-package-d05-batch-verifier-rules,Batch Verifier Rules,w19-offline-verification-package,Offline Verification Package,5,custom-offline-bundle,Custom: offline verification bundle,,,You create this (recommended),"Package contains document, signature, proofs, and log checkpoint for offline verify.",Custom (Mermaid/Draw.io)
w20-failure-survival-hardening-d01-chaos-matrix,Chaos Matrix,w20-failure-survival-hardening,Failure Survival Hardening,1,custom-hardening,Custom: failure-mode matrix / blast radius,,,You create this (recommended),Grid of failure types vs mitigations; shows blast radius and recovery steps.,Custom (Mermaid/Draw.io)
w20-failure-survival-hardening-d02-node-crash-drill,Node Crash Drill,w20-failure-survival-hardening,Failure Survival Hardening,2,custom-hardening,Custom: failure-mode matrix / blast radius,,,You create this (recommended),Grid of failure types vs mitigations; shows blast radius and recovery steps.,Custom (Mermaid/Draw.io)
w20-failure-survival-hardening-d03-partition-drill,Partition Drill,w20-failure-survival-hardening,Failure Survival Hardening,3,custom-hardening,Custom: failure-mode matrix / blast radius,,,You create this (recommended),Grid of failure types vs mitigations; shows blast radius and recovery steps.,Custom (Mermaid/Draw.io)
w20-failure-survival-hardening-d04-key-compromise-runbook,Key Compromise Runbook,w20-failure-survival-hardening,Failure Survival Hardening,4,custom-hardening,Custom: failure-mode matrix / blast radius,,,You create this (recommended),Grid of failure types vs mitigations; shows blast radius and recovery steps.,Custom (Mermaid/Draw.io)
w20-failure-survival-hardening-d05-restore-validation,Restore Validation,w20-failure-survival-hardening,Failure Survival Hardening,5,custom-hardening,Custom: failure-mode matrix / blast radius,,,You create this (recommended),Grid of failure types vs mitigations; shows blast radius and recovery steps.,Custom (Mermaid/Draw.io)
w21-reliability-slo-story-d01-slislo-table,SLI/SLO Table,w21-reliability-slo-story,Reliability / SLO Story,1,custom-slo,Custom: SLO / error budget burn-down,,,You create this (recommended),Error budget decreases with bad events; burn rate indicates urgency.,Custom (Mermaid/Draw.io)
w21-reliability-slo-story-d02-metrics-design,Metrics Design,w21-reliability-slo-story,Reliability / SLO Story,2,custom-slo,Custom: SLO / error budget burn-down,,,You create this (recommended),Error budget decreases with bad events; burn rate indicates urgency.,Custom (Mermaid/Draw.io)
w21-reliability-slo-story-d03-dashboard-spec,Dashboard Spec,w21-reliability-slo-story,Reliability / SLO Story,3,custom-slo,Custom: SLO / error budget burn-down,,,You create this (recommended),Error budget decreases with bad events; burn rate indicates urgency.,Custom (Mermaid/Draw.io)
w21-reliability-slo-story-d04-alert-rules,Alert Rules,w21-reliability-slo-story,Reliability / SLO Story,4,custom-slo,Custom: SLO / error budget burn-down,,,You create this (recommended),Error budget decreases with bad events; burn rate indicates urgency.,Custom (Mermaid/Draw.io)
w21-reliability-slo-story-d05-capacity-plan,Capacity Plan,w21-reliability-slo-story,Reliability / SLO Story,5,custom-slo,Custom: SLO / error budget burn-down,,,You create this (recommended),Error budget decreases with bad events; burn rate indicates urgency.,Custom (Mermaid/Draw.io)
w22-security-threat-model-story-d01-threat-model-map-stride,Threat Model Map (STRIDE),w22-security-threat-model-story,Security / Threat Model Story,1,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w22-security-threat-model-story-d02-abuse-cases-top-10,Abuse Cases (Top 10),w22-security-threat-model-story,Security / Threat Model Story,2,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w22-security-threat-model-story-d03-threat-control-matrix,Threat-Control Matrix,w22-security-threat-model-story,Security / Threat Model Story,3,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w22-security-threat-model-story-d04-supply-chain-secrets,Supply Chain & Secrets,w22-security-threat-model-story,Security / Threat Model Story,4,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w22-security-threat-model-story-d05-security-test-plan,Security Test Plan,w22-security-threat-model-story,Security / Threat Model Story,5,threat-model,System threat model overview,https://commons.wikimedia.org/wiki/File:System_threat_model.svg,https://commons.wikimedia.org/wiki/Special:FilePath/System_threat_model.svg,See file page (Wikimedia Commons),"Diagram connecting threats, vulnerabilities, exploits, controls, and assets.",Wikimedia Commons
w23-docs-demos-interview-narratives-d01-architecture-diagram-plan,Architecture Diagram Plan,w23-docs-demos-interview-narratives,"Docs, Demos & Interview Narratives",1,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w23-docs-demos-interview-narratives-d02-readme-outline,README Outline,w23-docs-demos-interview-narratives,"Docs, Demos & Interview Narratives",2,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w23-docs-demos-interview-narratives-d03-demo-script,Demo Script,w23-docs-demos-interview-narratives,"Docs, Demos & Interview Narratives",3,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w23-docs-demos-interview-narratives-d04-video-storyboard,Video Storyboard,w23-docs-demos-interview-narratives,"Docs, Demos & Interview Narratives",4,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w23-docs-demos-interview-narratives-d05-interview-story-bank-star,Interview Story Bank (STAR),w23-docs-demos-interview-narratives,"Docs, Demos & Interview Narratives",5,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w24-final-interview-prep-publication-d01-distributed-systems-qa,Distributed Systems Q&A,w24-final-interview-prep-publication,Final Interview Prep & Publication,1,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w24-final-interview-prep-publication-d02-trust-architecture-qa,Trust Architecture Q&A,w24-final-interview-prep-publication,Final Interview Prep & Publication,2,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w24-final-interview-prep-publication-d03-debug-drills,Debug Drills,w24-final-interview-prep-publication,Final Interview Prep & Publication,3,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w24-final-interview-prep-publication-d04-system-design-walkthrough,System Design Walkthrough,w24-final-interview-prep-publication,Final Interview Prep & Publication,4,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
w24-final-interview-prep-publication-d05-final-demo-rehearsal,Final Demo Rehearsal,w24-final-interview-prep-publication,Final Interview Prep & Publication,5,flow-while-loop,While loop flowchart,https://commons.wikimedia.org/wiki/File:While-loop-diagram.svg,https://commons.wikimedia.org/wiki/Special:FilePath/While-loop-diagram.svg,CC0 1.0 (public domain dedication),"Flowchart of a while loop: check condition, execute body, repeat.",Wikimedia Commons
